zone,crop,planting_month,planting_month_name,harvest_month,harvest_month_name,rainfall_reliability_score,phase,activity,start_week_offset,end_week_offset,approx_start_month,approx_end_month,approx_start_month_num,activity_notes
North East,Rice (paddy),8,Aug,1,Jan,0.944,HARVEST,Harvesting and threshing,14,16,Nov,Dec,11,Harvest at <25% moisture; thresh within 24hrs
North East,Rice (paddy),8,Aug,1,Jan,0.944,POST_HARVEST,Drying and milling preparation,16,18,Dec,Dec,12,Sun-dry to <14%; bag for milling or storage
North East,Sorghum,7,Jul,12,Dec,0.944,PRE_PLANTING,Land clearing and tillage,-4,-3,Jun,Jun,6,Minimum tillage acceptable; remove previous stubble
North East,Sorghum,7,Jul,12,Dec,0.944,PRE_PLANTING,Input procurement,-2,-1,Jun,Jun,6,"Procure certified seed, NPK fertilizer"
North East,Sorghum,7,Jul,12,Dec,0.944,PLANTING,Sowing,0,0,Jul,Jul,7,Drill or spot sow; 75×20cm; thin to 1 plant at 2 WAP
North East,Sorghum,7,Jul,12,Dec,0.944,EARLY_GROWTH,Thinning and gap filling,2,3,Jul,Jul,7,Thin to 1 seedling/hole; fill gaps with reserve seed
North East,Sorghum,7,Jul,12,Dec,0.944,VEGETATIVE,"Pest scouting — shoot fly, aphids",2,10,Jul,Sep,7,Scout weekly; apply systemic insecticide at threshold
North East,Sorghum,7,Jul,12,Dec,0.944,EARLY_GROWTH,First weeding,3,5,Jul,Aug,7,Critical period; weed before 4 WAP
North East,Sorghum,7,Jul,12,Dec,0.944,VEGETATIVE,Fertilizer application,5,5,Aug,Aug,8,NPK at 5 WAP; side-dress; avoid waterlogging
North East,Sorghum,7,Jul,12,Dec,0.944,VEGETATIVE,Second weeding,7,8,Aug,Sep,8,Before panicle initiation
North East,Sorghum,7,Jul,12,Dec,0.944,REPRODUCTIVE,Bird scare implementation,14,18,Oct,Nov,10,Continuous bird-scaring from grain filling to harvest
North East,Sorghum,7,Jul,12,Dec,0.944,REPRODUCTIVE,Mould monitoring,15,20,Oct,Dec,10,Check for grain mould in high-humidity zones
North East,Sorghum,7,Jul,12,Dec,0.944,PRE_HARVEST,Maturity assessment,18,20,Nov,Dec,11,Panicle colour and grain hardness check
North East,Sorghum,7,Jul,12,Dec,0.944,HARVEST,Harvesting,20,21,Dec,Dec,12,Cut panicles; head by head; avoid shattering
North East,Sorghum,7,Jul,12,Dec,0.944,POST_HARVEST,Threshing and drying,21,22,Dec,Dec,12,Sun-dry to <12% moisture; bag in hermetic storage
North East,Yam,6,Jun,1,Jan,0.944,PRE_PLANTING,Mound construction,-4,-3,May,May,5,Form 1×1m mounds 30–50cm high before rains; labour-intensive
North East,Yam,6,Jun,1,Jan,0.944,PRE_PLANTING,Seed yam sett preparation,-3,-2,May,May,5,Cut setts 150–200g; dust with fungicide/ash; cure 7 days
North East,Yam,6,Jun,1,Jan,0.944,PRE_PLANTING,Staking material procurement,-2,-1,May,May,5,"Procure 5,000 stakes/ha; pre-plant before sowing"
North East,Yam,6,Jun,1,Jan,0.944,PLANTING,Planting seed yam setts,0,0,Jun,Jun,6,Plant on top of mound; 5cm depth; 1 sett/mound
North East,Yam,6,Jun,1,Jan,0.944,EARLY_GROWTH,Staking young vines,3,4,Jun,Jul,6,Stake vines at 3–4 WAP to prevent lodging
North East,Yam,6,Jun,1,Jan,0.944,EARLY_GROWTH,First weeding,3,5,Jun,Jul,6,Hand weed; avoid disturbing tuber zone
North East,Yam,6,Jun,1,Jan,0.944,VEGETATIVE,First fertilizer application,6,6,Jul,Jul,7,NPK 15:15:15 at 6 WAP; side-dress around mound
North East,Yam,6,Jun,1,Jan,0.944,VEGETATIVE,Pest scouting — yam mosaic virus,6,20,Jul,Nov,7,Scout weekly; rogue infected vines immediately
North East,Yam,6,Jun,1,Jan,0.944,VEGETATIVE,Second weeding,8,10,Aug,Aug,8,Critical for tuber bulking; avoid root disturbance
North East,Yam,6,Jun,1,Jan,0.944,VEGETATIVE,Second fertilizer application,10,10,Aug,Aug,8,Muriate of Potash for tuber quality
North East,Yam,6,Jun,1,Jan,0.944,REPRODUCTIVE,Tuber monitoring,20,28,Nov,Jan,11,Observe vine senescence; partial harvest possible
North East,Yam,6,Jun,1,Jan,0.944,PRE_HARVEST,Vine senescence assessment,26,28,Dec,Jan,12,80% vine dry-down indicates harvest readiness
North East,Yam,6,Jun,1,Jan,0.944,HARVEST,Harvesting and destaking,28,30,Jan,Jan,1,Manual dig; avoid cuts; destake before lifting
North East,Yam,6,Jun,1,Jan,0.944,POST_HARVEST,Barn storage or yam barn construction,30,32,Jan,Feb,1,Stack in shaded barn; inspect monthly for rot
North West,Cassava,6,Jun,4,Apr,1.0,PRE_PLANTING,Land clearing and primary tillage,-4,-3,May,May,5,Remove stumps; plough to 30cm depth
North West,Cassava,6,Jun,4,Apr,1.0,PRE_PLANTING,Stem cutting procurement and curing,-2,-1,May,May,5,Select disease-free cuttings 25cm long; cure 3–5 days
North West,Cassava,6,Jun,4,Apr,1.0,PRE_PLANTING,Mound or ridge formation,-1,0,May,Jun,5,Form ridges 30cm high; spacing 1×1m
North West,Cassava,6,Jun,4,Apr,1.0,PLANTING,Planting stem cuttings,0,0,Jun,Jun,6,"Plant at 45° angle, 2/3 buried; 10,000 cuttings/ha"
North West,Cassava,6,Jun,4,Apr,1.0,EARLY_GROWTH,Gap filling,2,3,Jun,Jun,6,Replace failed cuttings before canopy closure
North West,Cassava,6,Jun,4,Apr,1.0,EARLY_GROWTH,First weeding,4,6,Jul,Jul,7,Critical period: weed-free first 3 months
North West,Cassava,6,Jun,4,Apr,1.0,VEGETATIVE,First fertilizer application,8,8,Aug,Aug,8,NPK 15:15:15 at 2 months; place 10cm from stem
North West,Cassava,6,Jun,4,Apr,1.0,VEGETATIVE,Pest scouting — whitefly and CMD,8,20,Aug,Nov,8,Scout fortnightly; rogue CMV-infected plants
North West,Cassava,6,Jun,4,Apr,1.0,VEGETATIVE,Second weeding,10,12,Aug,Sep,8,Before secondary canopy closure
North West,Cassava,6,Jun,4,Apr,1.0,VEGETATIVE,Second fertilizer application,16,16,Oct,Oct,10,Potassium sulphate at 4 months for tuber bulking
North West,Cassava,6,Jun,4,Apr,1.0,REPRODUCTIVE,Tuber bulking monitoring,24,36,Dec,Mar,12,Monitor canopy colour; yellowing = nutrient stress
North West,Cassava,6,Jun,4,Apr,1.0,PRE_HARVEST,Maturity assessment,36,40,Mar,Apr,3,Check HCN content if bitter variety; test tuber size
North West,Cassava,6,Jun,4,Apr,1.0,HARVEST,Harvesting,40,44,Apr,May,4,Mechanical or manual uprooting; avoid tuber damage
North West,Cassava,6,Jun,4,Apr,1.0,POST_HARVEST,Processing or storage,44,48,May,Jun,5,Process within 24–48hrs (perishable); or wax-coat
North West,Cassava,6,Jun,4,Apr,1.0,POST_HARVEST,Field ratoon or new land prep,44,52,May,Jul,5,For ratoon crop: cut stems to 50cm; fertilize
North West,Cocoa beans,6,Jun,2,Feb,1.0,PRE_PLANTING,Nursery pod selection and seeding,-12,-8,Mar,Apr,3,Select pods from high-yielding trees; sow in poly bags
North West,Cocoa beans,6,Jun,2,Feb,1.0,PRE_PLANTING,Shade tree establishment,-8,-4,Apr,May,4,Plant plantain or Gliricidia as temporary shade
North West,Cocoa beans,6,Jun,2,Feb,1.0,PRE_PLANTING,Land preparation and pegging,-4,-2,May,May,5,Peg holes at 3×3m; apply basal fertilizer
North West,Cocoa beans,6,Jun,2,Feb,1.0,PLANTING,Transplanting cocoa seedlings,0,0,Jun,Jun,6,Transplant 4–6 month seedlings; plant under shade
North West,Cocoa beans,6,Jun,2,Feb,1.0,EARLY_GROWTH,Mulching and establishment care,1,8,Jun,Aug,6,Mulch basin; water if dry; control weeds by hand
North West,Cocoa beans,6,Jun,2,Feb,1.0,VEGETATIVE,Shade management,8,16,Aug,Oct,8,Gradually reduce shade as canopy develops
North West,Cocoa beans,6,Jun,2,Feb,1.0,VEGETATIVE,Fertilizer application,12,12,Sep,Sep,9,NPK at 12 months; apply in ring 30cm from stem
North West,Cocoa beans,6,Jun,2,Feb,1.0,VEGETATIVE,Black pod disease scouting,12,32,Sep,Feb,9,Spray copper fungicide at 2-week intervals in wet season
North West,Cocoa beans,6,Jun,2,Feb,1.0,VEGETATIVE,Pruning — jorquette formation,16,20,Oct,Nov,10,Shape jorquette; remove chupons and dead wood
North West,Cocoa beans,6,Jun,2,Feb,1.0,REPRODUCTIVE,Flushing and flowering monitoring,24,32,Dec,Feb,12,Ensure good shade; remove mummified pods
North West,Cocoa beans,6,Jun,2,Feb,1.0,REPRODUCTIVE,Cherelle wilt assessment,28,36,Jan,Mar,1,Normal to lose 80% of chereelles; do not panic
North West,Cocoa beans,6,Jun,2,Feb,1.0,HARVEST,Pod breaking and bean extraction,36,44,Mar,May,3,Harvest yellow/orange pods; extract beans same day
North West,Cocoa beans,6,Jun,2,Feb,1.0,POST_HARVEST,Fermentation,36,37,Mar,Mar,3,Ferment 5–6 days in boxes; turn daily from day 2
North West,Cocoa beans,6,Jun,2,Feb,1.0,POST_HARVEST,Drying and grading,37,38,Mar,Mar,3,Sun-dry to 7.5% moisture; grade and bag 62.5kg
North West,Maize,6,Jun,10,Oct,1.0,PRE_PLANTING,Land clearing and ploughing,-4,-3,May,May,5,Deep tillage 20–25cm; remove crop residues
North West,Maize,6,Jun,10,Oct,1.0,PRE_PLANTING,Soil testing and input procurement,-3,-2,May,May,5,"Procure certified seed, NPK 15:15:15, herbicide"
North West,Maize,6,Jun,10,Oct,1.0,PRE_PLANTING,Harrowing and ridging,-2,-1,May,May,5,Final seedbed preparation; form ridges or flat bed
North West,Maize,6,Jun,10,Oct,1.0,PLANTING,Sowing,0,0,Jun,Jun,6,2–3 seeds/hole at 75×25cm spacing; thin to 1 plant
North West,Maize,6,Jun,10,Oct,1.0,EARLY_GROWTH,Pre-emergence herbicide application,1,1,Jun,Jun,6,Apply within 3 days of planting on moist soil
North West,Maize,6,Jun,10,Oct,1.0,EARLY_GROWTH,Gap filling,2,2,Jun,Jun,6,Replace failed stands; maintain plant population
North West,Maize,6,Jun,10,Oct,1.0,EARLY_GROWTH,First weeding,3,4,Jun,Jul,6,Hand-hoe or post-emergence herbicide at 3 WAP
North West,Maize,6,Jun,10,Oct,1.0,VEGETATIVE,First fertilizer application (NPK),4,4,Jul,Jul,7,Apply NPK 15:15:15 at 4 WAP; side-dress and cover
North West,Maize,6,Jun,10,Oct,1.0,VEGETATIVE,Pest scouting — stem borer,5,8,Jul,Aug,7,Scout weekly; apply insecticide at threshold
North West,Maize,6,Jun,10,Oct,1.0,VEGETATIVE,Second weeding,6,7,Jul,Jul,7,Before canopy closure; critical for yield protection
North West,Maize,6,Jun,10,Oct,1.0,REPRODUCTIVE,Second fertilizer application (Urea),8,8,Aug,Aug,8,Urea top-dress at tasselling; do not fold into leaves
North West,Maize,6,Jun,10,Oct,1.0,REPRODUCTIVE,Fall armyworm scouting,8,12,Aug,Sep,8,High-risk period; apply biopesticide if threshold met
North West,Maize,6,Jun,10,Oct,1.0,REPRODUCTIVE,Pollination monitoring,9,10,Aug,Aug,8,Ensure good silk coverage; no pesticide during silking
North West,Maize,6,Jun,10,Oct,1.0,PRE_HARVEST,Maturity assessment,14,15,Sep,Sep,9,Check husk colour and grain hardness; moisture <25%
North West,Maize,6,Jun,10,Oct,1.0,HARVEST,Harvesting and field drying,15,16,Sep,Oct,9,Snap cobs; sun-dry to <13% moisture for storage
North West,Maize,6,Jun,10,Oct,1.0,POST_HARVEST,Shelling and bagging,16,17,Oct,Oct,10,Shell when dry; use hermetic bags for storage
North West,Maize,6,Jun,10,Oct,1.0,POST_HARVEST,Field cleanup and compost preparation,17,18,Oct,Oct,10,Incorporate stover; prepare compost pit for off-season
North West,Oil palm fruit,6,Jun,6,Jun,1.0,PRE_PLANTING,Pre-nursery preparation,-8,-6,Apr,Apr,4,Germinate seeds; transfer to pre-nursery at 3 months
North West,Oil palm fruit,6,Jun,6,Jun,1.0,PRE_PLANTING,Main nursery,-6,-1,Apr,May,4,Grow in main nursery 12 months; harden off before planting
North West,Oil palm fruit,6,Jun,6,Jun,1.0,PRE_PLANTING,Land clearing and holing,-2,-1,May,May,5,Clear undergrowth; dig 60×60×60cm holes; apply rock phos
North West,Oil palm fruit,6,Jun,6,Jun,1.0,PLANTING,Transplanting seedlings,0,0,Jun,Jun,6,Plant 18-month seedlings at 9×9m triangular; mulch basin
North West,Oil palm fruit,6,Jun,6,Jun,1.0,EARLY_GROWTH,Establishment weeding,2,4,Jun,Jul,6,Circle weed monthly for first 2 years
North West,Oil palm fruit,6,Jun,6,Jun,1.0,EARLY_GROWTH,Cover crop establishment,2,8,Jun,Aug,6,Sow Pueraria cover between palms to suppress weeds
North West,Oil palm fruit,6,Jun,6,Jun,1.0,VEGETATIVE,First year fertilizer,12,12,Sep,Sep,9,Muriate of Potash + Urea at 12 months per palm
North West,Oil palm fruit,6,Jun,6,Jun,1.0,VEGETATIVE,Frond management,16,20,Oct,Nov,10,Remove oldest fronds; do not over-prune
North West,Oil palm fruit,6,Jun,6,Jun,1.0,VEGETATIVE,Second year fertilizer,24,24,Dec,Dec,12,Full NPK per palm at year 2
North West,Oil palm fruit,6,Jun,6,Jun,1.0,REPRODUCTIVE,First bunch monitoring (yr 3+),36,52,Mar,Jul,3,Count bunches; thin excess in first bearing year
North West,Oil palm fruit,6,Jun,6,Jun,1.0,REPRODUCTIVE,Bunch harvest cycle begins,40,52,Apr,Jul,4,Harvest ripe bunches every 10–14 days
North West,Oil palm fruit,6,Jun,6,Jun,1.0,HARVEST,Ongoing bunch harvesting,40,52,Apr,Jul,4,Use harvesting chisel; harvest at black fruit threshold
North West,Oil palm fruit,6,Jun,6,Jun,1.0,POST_HARVEST,FFB transport and processing,40,52,Apr,Jul,4,Transport within 24hrs to avoid FFA rise
North West,Rice (paddy),7,Jul,12,Dec,1.0,PRE_PLANTING,Nursery bed preparation,-4,-4,Jun,Jun,6,Prepare raised nursery bed 1×10m per ha field
North West,Rice (paddy),7,Jul,12,Dec,1.0,PRE_PLANTING,Seed soaking and pregermination,-3,-3,Jun,Jun,6,Soak 24hr; drain 24hr; sow at pin-point germination
North West,Rice (paddy),7,Jul,12,Dec,1.0,PRE_PLANTING,Nursery seeding,-3,-2,Jun,Jun,6,Broadcast 40g/m² in nursery; flood to 2cm depth
North West,Rice (paddy),7,Jul,12,Dec,1.0,PRE_PLANTING,Land puddling and bund construction,-2,-1,Jun,Jun,6,Puddle field; form bunds to retain water
North West,Rice (paddy),7,Jul,12,Dec,1.0,PLANTING,Transplanting,0,1,Jul,Jul,7,Transplant 3-week-old seedlings; 2–3 per hill; 20×20cm
North West,Rice (paddy),7,Jul,12,Dec,1.0,EARLY_GROWTH,Flood management,1,3,Jul,Jul,7,Maintain 5cm flood depth; drain for weeding
North West,Rice (paddy),7,Jul,12,Dec,1.0,EARLY_GROWTH,First weeding (drain and hand-weed),2,3,Jul,Jul,7,Drain field; weed; re-flood within 24hrs
North West,Rice (paddy),7,Jul,12,Dec,1.0,VEGETATIVE,First fertilizer application (NPK),3,3,Jul,Jul,7,Apply before re-flooding; broadcast and flood
North West,Rice (paddy),7,Jul,12,Dec,1.0,VEGETATIVE,Pest scouting — stem borer and BPH,4,10,Aug,Sep,8,Scout twice weekly; avoid broad-spectrum at tillering
North West,Rice (paddy),7,Jul,12,Dec,1.0,VEGETATIVE,Second weeding or herbicide,5,6,Aug,Aug,8,Post-emergence herbicide or drain-and-hoe
North West,Rice (paddy),7,Jul,12,Dec,1.0,REPRODUCTIVE,Second fertilizer — Urea at panicle,8,8,Sep,Sep,9,Panicle initiation top-dress; drain 3 days before
North West,Rice (paddy),7,Jul,12,Dec,1.0,REPRODUCTIVE,Water management at flowering,9,11,Sep,Sep,9,Maintain 5cm flood; critical for pollination
North West,Rice (paddy),7,Jul,12,Dec,1.0,PRE_HARVEST,Drain field and maturity check,13,14,Oct,Oct,10,Drain 2 weeks before harvest; check grain moisture
North West,Rice (paddy),7,Jul,12,Dec,1.0,HARVEST,Harvesting and threshing,14,16,Oct,Nov,10,Harvest at <25% moisture; thresh within 24hrs
North West,Rice (paddy),7,Jul,12,Dec,1.0,POST_HARVEST,Drying and milling preparation,16,18,Nov,Nov,11,Sun-dry to <14%; bag for milling or storage
North West,Sorghum,6,Jun,11,Nov,1.0,PRE_PLANTING,Land clearing and tillage,-4,-3,May,May,5,Minimum tillage acceptable; remove previous stubble
North West,Sorghum,6,Jun,11,Nov,1.0,PRE_PLANTING,Input procurement,-2,-1,May,May,5,"Procure certified seed, NPK fertilizer"
North West,Sorghum,6,Jun,11,Nov,1.0,PLANTING,Sowing,0,0,Jun,Jun,6,Drill or spot sow; 75×20cm; thin to 1 plant at 2 WAP
North West,Sorghum,6,Jun,11,Nov,1.0,EARLY_GROWTH,Thinning and gap filling,2,3,Jun,Jun,6,Thin to 1 seedling/hole; fill gaps with reserve seed
North West,Sorghum,6,Jun,11,Nov,1.0,VEGETATIVE,"Pest scouting — shoot fly, aphids",2,10,Jun,Aug,6,Scout weekly; apply systemic insecticide at threshold
North West,Sorghum,6,Jun,11,Nov,1.0,EARLY_GROWTH,First weeding,3,5,Jun,Jul,6,Critical period; weed before 4 WAP
North West,Sorghum,6,Jun,11,Nov,1.0,VEGETATIVE,Fertilizer application,5,5,Jul,Jul,7,NPK at 5 WAP; side-dress; avoid waterlogging
North West,Sorghum,6,Jun,11,Nov,1.0,VEGETATIVE,Second weeding,7,8,Jul,Aug,7,Before panicle initiation
North West,Sorghum,6,Jun,11,Nov,1.0,REPRODUCTIVE,Bird scare implementation,14,18,Sep,Oct,9,Continuous bird-scaring from grain filling to harvest
North West,Sorghum,6,Jun,11,Nov,1.0,REPRODUCTIVE,Mould monitoring,15,20,Sep,Nov,9,Check for grain mould in high-humidity zones
North West,Sorghum,6,Jun,11,Nov,1.0,PRE_HARVEST,Maturity assessment,18,20,Oct,Nov,10,Panicle colour and grain hardness check
North West,Sorghum,6,Jun,11,Nov,1.0,HARVEST,Harvesting,20,21,Nov,Nov,11,Cut panicles; head by head; avoid shattering
North West,Sorghum,6,Jun,11,Nov,1.0,POST_HARVEST,Threshing and drying,21,22,Nov,Nov,11,Sun-dry to <12% moisture; bag in hermetic storage
North West,Yam,5,May,12,Dec,1.0,PRE_PLANTING,Mound construction,-4,-3,Apr,Apr,4,Form 1×1m mounds 30–50cm high before rains; labour-intensive
North West,Yam,5,May,12,Dec,1.0,PRE_PLANTING,Seed yam sett preparation,-3,-2,Apr,Apr,4,Cut setts 150–200g; dust with fungicide/ash; cure 7 days
North West,Yam,5,May,12,Dec,1.0,PRE_PLANTING,Staking material procurement,-2,-1,Apr,Apr,4,"Procure 5,000 stakes/ha; pre-plant before sowing"
North West,Yam,5,May,12,Dec,1.0,PLANTING,Planting seed yam setts,0,0,May,May,5,Plant on top of mound; 5cm depth; 1 sett/mound
North West,Yam,5,May,12,Dec,1.0,EARLY_GROWTH,Staking young vines,3,4,May,Jun,5,Stake vines at 3–4 WAP to prevent lodging
North West,Yam,5,May,12,Dec,1.0,EARLY_GROWTH,First weeding,3,5,May,Jun,5,Hand weed; avoid disturbing tuber zone
North West,Yam,5,May,12,Dec,1.0,VEGETATIVE,First fertilizer application,6,6,Jun,Jun,6,NPK 15:15:15 at 6 WAP; side-dress around mound
North West,Yam,5,May,12,Dec,1.0,VEGETATIVE,Pest scouting — yam mosaic virus,6,20,Jun,Oct,6,Scout weekly; rogue infected vines immediately
North West,Yam,5,May,12,Dec,1.0,VEGETATIVE,Second weeding,8,10,Jul,Jul,7,Critical for tuber bulking; avoid root disturbance
North West,Yam,5,May,12,Dec,1.0,VEGETATIVE,Second fertilizer application,10,10,Jul,Jul,7,Muriate of Potash for tuber quality
North West,Yam,5,May,12,Dec,1.0,REPRODUCTIVE,Tuber monitoring,20,28,Oct,Dec,10,Observe vine senescence; partial harvest possible
North West,Yam,5,May,12,Dec,1.0,PRE_HARVEST,Vine senescence assessment,26,28,Nov,Dec,11,80% vine dry-down indicates harvest readiness
North West,Yam,5,May,12,Dec,1.0,HARVEST,Harvesting and destaking,28,30,Dec,Dec,12,Manual dig; avoid cuts; destake before lifting
North West,Yam,5,May,12,Dec,1.0,POST_HARVEST,Barn storage or yam barn construction,30,32,Dec,Jan,12,Stack in shaded barn; inspect monthly for rot
South East,Cassava,3,Mar,1,Jan,1.0,PRE_PLANTING,Land clearing and primary tillage,-4,-3,Feb,Feb,2,Remove stumps; plough to 30cm depth
South East,Cassava,3,Mar,1,Jan,1.0,PRE_PLANTING,Stem cutting procurement and curing,-2,-1,Feb,Feb,2,Select disease-free cuttings 25cm long; cure 3–5 days
South East,Cassava,3,Mar,1,Jan,1.0,PRE_PLANTING,Mound or ridge formation,-1,0,Feb,Mar,2,Form ridges 30cm high; spacing 1×1m
South East,Cassava,3,Mar,1,Jan,1.0,PLANTING,Planting stem cuttings,0,0,Mar,Mar,3,"Plant at 45° angle, 2/3 buried; 10,000 cuttings/ha"
South East,Cassava,3,Mar,1,Jan,1.0,EARLY_GROWTH,Gap filling,2,3,Mar,Mar,3,Replace failed cuttings before canopy closure
South East,Cassava,3,Mar,1,Jan,1.0,EARLY_GROWTH,First weeding,4,6,Apr,Apr,4,Critical period: weed-free first 3 months
South East,Cassava,3,Mar,1,Jan,1.0,VEGETATIVE,First fertilizer application,8,8,May,May,5,NPK 15:15:15 at 2 months; place 10cm from stem
South East,Cassava,3,Mar,1,Jan,1.0,VEGETATIVE,Pest scouting — whitefly and CMD,8,20,May,Aug,5,Scout fortnightly; rogue CMV-infected plants
South East,Cassava,3,Mar,1,Jan,1.0,VEGETATIVE,Second weeding,10,12,May,Jun,5,Before secondary canopy closure
South East,Cassava,3,Mar,1,Jan,1.0,VEGETATIVE,Second fertilizer application,16,16,Jul,Jul,7,Potassium sulphate at 4 months for tuber bulking
South East,Cassava,3,Mar,1,Jan,1.0,REPRODUCTIVE,Tuber bulking monitoring,24,36,Sep,Dec,9,Monitor canopy colour; yellowing = nutrient stress
South East,Cassava,3,Mar,1,Jan,1.0,PRE_HARVEST,Maturity assessment,36,40,Dec,Jan,12,Check HCN content if bitter variety; test tuber size
South East,Cassava,3,Mar,1,Jan,1.0,HARVEST,Harvesting,40,44,Jan,Feb,1,Mechanical or manual uprooting; avoid tuber damage
South East,Cassava,3,Mar,1,Jan,1.0,POST_HARVEST,Processing or storage,44,48,Feb,Mar,2,Process within 24–48hrs (perishable); or wax-coat
South East,Cassava,3,Mar,1,Jan,1.0,POST_HARVEST,Field ratoon or new land prep,44,52,Feb,Apr,2,For ratoon crop: cut stems to 50cm; fertilize
South East,Cocoa beans,3,Mar,11,Nov,1.0,PRE_PLANTING,Nursery pod selection and seeding,-12,-8,Dec,Jan,12,Select pods from high-yielding trees; sow in poly bags
South East,Cocoa beans,3,Mar,11,Nov,1.0,PRE_PLANTING,Shade tree establishment,-8,-4,Jan,Feb,1,Plant plantain or Gliricidia as temporary shade
South East,Cocoa beans,3,Mar,11,Nov,1.0,PRE_PLANTING,Land preparation and pegging,-4,-2,Feb,Feb,2,Peg holes at 3×3m; apply basal fertilizer
South East,Cocoa beans,3,Mar,11,Nov,1.0,PLANTING,Transplanting cocoa seedlings,0,0,Mar,Mar,3,Transplant 4–6 month seedlings; plant under shade
South East,Cocoa beans,3,Mar,11,Nov,1.0,EARLY_GROWTH,Mulching and establishment care,1,8,Mar,May,3,Mulch basin; water if dry; control weeds by hand
South East,Cocoa beans,3,Mar,11,Nov,1.0,VEGETATIVE,Shade management,8,16,May,Jul,5,Gradually reduce shade as canopy develops
South East,Cocoa beans,3,Mar,11,Nov,1.0,VEGETATIVE,Fertilizer application,12,12,Jun,Jun,6,NPK at 12 months; apply in ring 30cm from stem
South East,Cocoa beans,3,Mar,11,Nov,1.0,VEGETATIVE,Black pod disease scouting,12,32,Jun,Nov,6,Spray copper fungicide at 2-week intervals in wet season
South East,Cocoa beans,3,Mar,11,Nov,1.0,VEGETATIVE,Pruning — jorquette formation,16,20,Jul,Aug,7,Shape jorquette; remove chupons and dead wood
South East,Cocoa beans,3,Mar,11,Nov,1.0,REPRODUCTIVE,Flushing and flowering monitoring,24,32,Sep,Nov,9,Ensure good shade; remove mummified pods
South East,Cocoa beans,3,Mar,11,Nov,1.0,REPRODUCTIVE,Cherelle wilt assessment,28,36,Oct,Dec,10,Normal to lose 80% of chereelles; do not panic
South East,Cocoa beans,3,Mar,11,Nov,1.0,HARVEST,Pod breaking and bean extraction,36,44,Dec,Feb,12,Harvest yellow/orange pods; extract beans same day
South East,Cocoa beans,3,Mar,11,Nov,1.0,POST_HARVEST,Fermentation,36,37,Dec,Dec,12,Ferment 5–6 days in boxes; turn daily from day 2
South East,Cocoa beans,3,Mar,11,Nov,1.0,POST_HARVEST,Drying and grading,37,38,Dec,Dec,12,Sun-dry to 7.5% moisture; grade and bag 62.5kg
South East,Maize,3,Mar,7,Jul,1.0,PRE_PLANTING,Land clearing and ploughing,-4,-3,Feb,Feb,2,Deep tillage 20–25cm; remove crop residues
South East,Maize,3,Mar,7,Jul,1.0,PRE_PLANTING,Soil testing and input procurement,-3,-2,Feb,Feb,2,"Procure certified seed, NPK 15:15:15, herbicide"
South East,Maize,3,Mar,7,Jul,1.0,PRE_PLANTING,Harrowing and ridging,-2,-1,Feb,Feb,2,Final seedbed preparation; form ridges or flat bed
South East,Maize,3,Mar,7,Jul,1.0,PLANTING,Sowing,0,0,Mar,Mar,3,2–3 seeds/hole at 75×25cm spacing; thin to 1 plant
South East,Maize,3,Mar,7,Jul,1.0,EARLY_GROWTH,Pre-emergence herbicide application,1,1,Mar,Mar,3,Apply within 3 days of planting on moist soil
South East,Maize,3,Mar,7,Jul,1.0,EARLY_GROWTH,Gap filling,2,2,Mar,Mar,3,Replace failed stands; maintain plant population
South East,Maize,3,Mar,7,Jul,1.0,EARLY_GROWTH,First weeding,3,4,Mar,Apr,3,Hand-hoe or post-emergence herbicide at 3 WAP
South East,Maize,3,Mar,7,Jul,1.0,VEGETATIVE,First fertilizer application (NPK),4,4,Apr,Apr,4,Apply NPK 15:15:15 at 4 WAP; side-dress and cover
South East,Maize,3,Mar,7,Jul,1.0,VEGETATIVE,Pest scouting — stem borer,5,8,Apr,May,4,Scout weekly; apply insecticide at threshold
South East,Maize,3,Mar,7,Jul,1.0,VEGETATIVE,Second weeding,6,7,Apr,Apr,4,Before canopy closure; critical for yield protection
South East,Maize,3,Mar,7,Jul,1.0,REPRODUCTIVE,Second fertilizer application (Urea),8,8,May,May,5,Urea top-dress at tasselling; do not fold into leaves
South East,Maize,3,Mar,7,Jul,1.0,REPRODUCTIVE,Fall armyworm scouting,8,12,May,Jun,5,High-risk period; apply biopesticide if threshold met
South East,Maize,3,Mar,7,Jul,1.0,REPRODUCTIVE,Pollination monitoring,9,10,May,May,5,Ensure good silk coverage; no pesticide during silking
South East,Maize,3,Mar,7,Jul,1.0,PRE_HARVEST,Maturity assessment,14,15,Jun,Jun,6,Check husk colour and grain hardness; moisture <25%
South East,Maize,3,Mar,7,Jul,1.0,HARVEST,Harvesting and field drying,15,16,Jun,Jul,6,Snap cobs; sun-dry to <13% moisture for storage
South East,Maize,3,Mar,7,Jul,1.0,POST_HARVEST,Shelling and bagging,16,17,Jul,Jul,7,Shell when dry; use hermetic bags for storage
South East,Maize,3,Mar,7,Jul,1.0,POST_HARVEST,Field cleanup and compost preparation,17,18,Jul,Jul,7,Incorporate stover; prepare compost pit for off-season
South East,Oil palm fruit,3,Mar,3,Mar,1.0,PRE_PLANTING,Pre-nursery preparation,-8,-6,Jan,Jan,1,Germinate seeds; transfer to pre-nursery at 3 months
